equipment_id,equipment_type,component,log_date,visit_sequence,total_visits,narrative,vibration_mms,temperature_c,pressure_psi,rpm,telemetry_summary,failure_mode,risk_level,early_warning_flag,time_to_failure_days,recommendation
CONV-585,Heavy Conveyor Drive,Belt Tensioner,2025-03-20,2,5,"Monthly condition monitoring inspection on Belt Tensioner. Acoustic levels normal, vibration spectra show clean baseline at 2.37 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",2.37,39.2,0,461,VIB: 2.37 mm/s | TEMP: 39.2 C | RPM: 461,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-585,Heavy Conveyor Drive,Belt Tensioner,2025-04-02,3,5,Routine vibration monitoring detected slight elevation on Belt Tensioner. Overall VIB increased to 4.24 mm/s with faint 1X/2X harmonics. Casing temp slightly elevated at 65.6C. Recommend monitoring next shift.,4.24,65.6,0,690,VIB: 4.24 mm/s | TEMP: 65.6 C | RPM: 690,Bearing_Degradation,Low_Risk,1,40,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
CONV-585,Heavy Conveyor Drive,Belt Tensioner,2025-04-19,4,5,"[Follow-up Alert] Previous inspection flagged anomaly. Minor acoustic rattle observed at DE bearing housing. Vibration at 6.12 mm/s, slightly above baseline. Thermal imaging shows 8C delta across bearing cap. Flushed and re-greased.",6.12,80.0,0,394,VIB: 6.12 mm/s | TEMP: 80.0 C | RPM: 394,Bearing_Degradation,Medium_Risk,1,15,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
CONV-585,Heavy Conveyor Drive,Belt Tensioner,2025-05-03,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Urgent maintenance alert: Belt Tensioner exhibiting heavy cage rattling and loose raceway play. Vibration spike at 9.28 mm/s. Metal debris and bronze flakes found in lube filter. Bearing approaching catastrophic seizure.,9.28,108.3,0,837,VIB: 9.28 mm/s | TEMP: 108.3 C | RPM: 837,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
PUMP-586,Centrifugal Pump,Non-Drive End Bearing,2025-04-05,1,5,"Monthly condition monitoring inspection on Non-Drive End Bearing. Acoustic levels normal, vibration spectra show clean baseline at 1.67 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.67,61.8,81,1924,VIB: 1.67 mm/s | TEMP: 61.8 C | RPM: 1924 | PRESS: 81 PSI,Normal_Operation,Normal,0,238,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-586,Centrifugal Pump,Non-Drive End Bearing,2025-04-26,2,5,"Monthly condition monitoring inspection on Non-Drive End Bearing. Acoustic levels normal, vibration spectra show clean baseline at 1.39 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.39,51.8,55,2572,VIB: 1.39 mm/s | TEMP: 51.8 C | RPM: 2572 | PRESS: 55 PSI,Normal_Operation,Normal,0,284,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-586,Centrifugal Pump,Non-Drive End Bearing,2025-05-08,3,5,"Periodic lubrication and visual check completed on PUMP-586. DE and NDE bearing temperatures steady at 55.1C. Operational RPM at 1850. No evidence of wear, contamination, or mechanical looseness.",0.91,55.1,51,1850,VIB: 0.91 mm/s | TEMP: 55.1 C | RPM: 1850 | PRESS: 51 PSI,Normal_Operation,Normal,0,259,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-586,Centrifugal Pump,Non-Drive End Bearing,2025-05-25,4,5,"Monthly condition monitoring inspection on Non-Drive End Bearing. Acoustic levels normal, vibration spectra show clean baseline at 1.45 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.45,43.1,68,2543,VIB: 1.45 mm/s | TEMP: 43.1 C | RPM: 2543 | PRESS: 68 PSI,Normal_Operation,Normal,0,222,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-586,Centrifugal Pump,Non-Drive End Bearing,2025-06-10,5,5,"Periodic lubrication and visual check completed on PUMP-586. DE and NDE bearing temperatures steady at 63.3C. Operational RPM at 2542. No evidence of wear, contamination, or mechanical looseness.",1.14,63.3,45,2542,VIB: 1.14 mm/s | TEMP: 63.3 C | RPM: 2542 | PRESS: 45 PSI,Normal_Operation,Normal,0,313,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-587,Gas Turbine,Rotor Shaft,2025-02-12,1,6,"Monthly condition monitoring inspection on Rotor Shaft. Acoustic levels normal, vibration spectra show clean baseline at 1.30 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.3,79.8,240,3232,VIB: 1.30 mm/s | TEMP: 79.8 C | RPM: 3232 | PRESS: 240 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-587,Gas Turbine,Rotor Shaft,2025-02-28,2,6,"Semi-annual overhaul inspection. Inspected Rotor Shaft, clearances verified against OEM specs. Operating pressure 191 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.5,91.5,191,3990,VIB: 2.50 mm/s | TEMP: 91.5 C | RPM: 3990 | PRESS: 191 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-587,Gas Turbine,Rotor Shaft,2025-03-19,3,6,Technician noted subtle metallic whining from Rotor Shaft during high RPM cycle. High-frequency acoustic peak present. Lubrication grease sample shows mild particulate darkening. Placed on watchlist.,3.3,98.8,102,4863,VIB: 3.30 mm/s | TEMP: 98.8 C | RPM: 4863 | PRESS: 102 PSI,Bearing_Degradation,Low_Risk,1,40,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-587,Gas Turbine,Rotor Shaft,2025-04-05,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Ultrasonic inspection revealed early micro-impacts in outer raceway of Rotor Shaft. Vibration level 5.16 mm/s. Running temperature 114.9C. Early indicator of sub-surface spalling.,5.16,114.9,78,5621,VIB: 5.16 mm/s | TEMP: 114.9 C | RPM: 5621 | PRESS: 78 PSI,Bearing_Degradation,Medium_Risk,1,15,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-587,Gas Turbine,Rotor Shaft,2025-04-21,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Urgent maintenance alert: Rotor Shaft exhibiting heavy cage rattling and loose raceway play. Vibration spike at 10.36 mm/s. Metal debris and bronze flakes found in lube filter. Bearing approaching catastrophic seizure.,10.36,127.2,36,3002,VIB: 10.36 mm/s | TEMP: 127.2 C | RPM: 3002 | PRESS: 36 PSI,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
COMP-588,Air Compressor,Intercooler,2025-06-25,1,6,"Semi-annual overhaul inspection. Inspected Intercooler, clearances verified against OEM specs. Operating pressure 135 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.9,73.9,135,1677,VIB: 2.90 mm/s | TEMP: 73.9 C | RPM: 1677 | PRESS: 135 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-588,Air Compressor,Intercooler,2025-07-15,2,6,"Monthly condition monitoring inspection on Intercooler. Acoustic levels normal, vibration spectra show clean baseline at 1.50 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.5,73.1,153,1736,VIB: 1.50 mm/s | TEMP: 73.1 C | RPM: 1736 | PRESS: 153 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-588,Air Compressor,Intercooler,2025-07-28,3,6,"Thermal camera inspection identified warm hotspot on motor frame near Intercooler. Temp recorded at 77.7C, approx 12C above ambient. Current draw slightly asymmetrical. Scheduled for thermal re-check.",5.39,77.7,76,1411,VIB: 5.39 mm/s | TEMP: 77.7 C | RPM: 1411 | PRESS: 76 PSI,Motor_Overheating,Low_Risk,1,40,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
COMP-588,Air Compressor,Intercooler,2025-08-12,4,6,"[Follow-up Alert] Previous inspection flagged anomaly. Stator RTD sensors indicate slight thermal drift up to 92.0C on Intercooler. Cooling airflow partially restricted by dust accumulation on fan cowl. Cleaned cowl, monitoring winding temp.",6.3,92.0,58,1622,VIB: 6.30 mm/s | TEMP: 92.0 C | RPM: 1622 | PRESS: 58 PSI,Motor_Overheating,Medium_Risk,1,15,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
COMP-588,Air Compressor,Intercooler,2025-09-03,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Motor casing thermal runaway observed: surface temp 105.0C. Stator windings severely discolored and brittle from excessive thermal cycling. Rotor bar overheating confirmed with dynamic torque ripple.,8.48,105.0,27,1698,VIB: 8.48 mm/s | TEMP: 105.0 C | RPM: 1698 | PRESS: 27 PSI,Motor_Overheating,Critical,1,0,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
GEAR-589,Industrial Gearbox,Bull Gear,2025-07-01,1,5,"Semi-annual overhaul inspection. Inspected Bull Gear, clearances verified against OEM specs. Operating pressure 27 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",0.93,54.9,27,1155,VIB: 0.93 mm/s | TEMP: 54.9 C | RPM: 1155 | PRESS: 27 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-589,Industrial Gearbox,Bull Gear,2025-07-21,2,5,"Monthly condition monitoring inspection on Bull Gear. Acoustic levels normal, vibration spectra show clean baseline at 2.04 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",2.04,58.0,31,1248,VIB: 2.04 mm/s | TEMP: 58.0 C | RPM: 1248 | PRESS: 31 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-589,Industrial Gearbox,Bull Gear,2025-08-16,3,5,Vibration spectra revealed emerging gear mesh harmonics (GMF) on Bull Gear. Minor surface scuffing noted during borescope inspection. Gearbox lube oil iron count is 45 ppm. Monitoring gear backlash.,2.84,76.2,17,883,VIB: 2.84 mm/s | TEMP: 76.2 C | RPM: 883 | PRESS: 17 PSI,Gearbox_Tooth_Wear,Low_Risk,1,40,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
GEAR-589,Industrial Gearbox,Bull Gear,2025-08-31,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Severe cyclical clunking and loud grinding from gearbox housing. High vibration 5.38 mm/s with dominant gear mesh sidebands. Large chipped gear tooth fragments recovered from magnetic drain plug.,5.38,86.9,13,1052,VIB: 5.38 mm/s | TEMP: 86.9 C | RPM: 1052 | PRESS: 13 PSI,Gearbox_Tooth_Wear,Medium_Risk,1,15,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
GEAR-589,Industrial Gearbox,Bull Gear,2025-09-25,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Heavy metal shedding and broken tooth debris found in lube sump. Severe scoring on gear face of Bull Gear. Vibration spike of 8.51 mm/s. Complete gearbox overhaul and gear set replacement ordered.,8.51,110.0,6,829,VIB: 8.51 mm/s | TEMP: 110.0 C | RPM: 829 | PRESS: 6 PSI,Gearbox_Tooth_Wear,Critical,1,0,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
MTR-590,Induction Motor,DE Bearing,2025-02-18,1,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.36 mm/s, casing temp 52.8C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.36,52.8,0,1876,VIB: 1.36 mm/s | TEMP: 52.8 C | RPM: 1876,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-590,Induction Motor,DE Bearing,2025-03-05,2,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.43 mm/s, casing temp 63.6C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.43,63.6,0,1778,VIB: 1.43 mm/s | TEMP: 63.6 C | RPM: 1778,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-590,Induction Motor,DE Bearing,2025-03-17,3,5,"Stator RTD sensors indicate slight thermal drift up to 74.2C on DE Bearing. Cooling airflow partially restricted by dust accumulation on fan cowl. Cleaned cowl, monitoring winding temp.",2.93,74.2,0,2523,VIB: 2.93 mm/s | TEMP: 74.2 C | RPM: 2523,Motor_Overheating,Low_Risk,1,40,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
MTR-590,Induction Motor,DE Bearing,2025-04-12,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Technician noticed mild burning varnish smell near terminal enclosure after continuous 8-hour run. Stator casing temp 86.3C. Insulation resistance test recommended at next downtime window.,4.83,86.3,0,2306,VIB: 4.83 mm/s | TEMP: 86.3 C | RPM: 2306,Motor_Overheating,Medium_Risk,1,15,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
MTR-590,Induction Motor,DE Bearing,2025-05-04,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Emergency shutdown: Motor overheated to 104.2C causing thermal overload trip. Cooling fan blades cracked and clogged. Immediate motor rewinding or replacement necessary.,8.32,104.2,0,2063,VIB: 8.32 mm/s | TEMP: 104.2 C | RPM: 2063,Motor_Overheating,Critical,1,0,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
CONV-591,Heavy Conveyor Drive,Belt Tensioner,2025-06-11,1,5,"Semi-annual overhaul inspection. Inspected Belt Tensioner, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.25,60.0,0,368,VIB: 1.25 mm/s | TEMP: 60.0 C | RPM: 368,Normal_Operation,Normal,0,311,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-591,Heavy Conveyor Drive,Belt Tensioner,2025-07-03,2,5,"Monthly condition monitoring inspection on Belt Tensioner. Acoustic levels normal, vibration spectra show clean baseline at 2.02 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",2.02,53.3,0,750,VIB: 2.02 mm/s | TEMP: 53.3 C | RPM: 750,Normal_Operation,Normal,0,189,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-591,Heavy Conveyor Drive,Belt Tensioner,2025-07-19,3,5,"Semi-annual overhaul inspection. Inspected Belt Tensioner, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.61,37.3,0,501,VIB: 1.61 mm/s | TEMP: 37.3 C | RPM: 501,Normal_Operation,Normal,0,350,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-591,Heavy Conveyor Drive,Belt Tensioner,2025-08-07,4,5,"Monthly condition monitoring inspection on Belt Tensioner. Acoustic levels normal, vibration spectra show clean baseline at 1.02 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.02,36.1,0,342,VIB: 1.02 mm/s | TEMP: 36.1 C | RPM: 342,Normal_Operation,Normal,0,320,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
CONV-591,Heavy Conveyor Drive,Belt Tensioner,2025-08-25,5,5,"Monthly condition monitoring inspection on Belt Tensioner. Acoustic levels normal, vibration spectra show clean baseline at 1.67 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.67,49.2,0,728,VIB: 1.67 mm/s | TEMP: 49.2 C | RPM: 728,Normal_Operation,Normal,0,324,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-592,Centrifugal Pump,Drive End Bearing,2025-01-27,1,4,"Monthly condition monitoring inspection on Drive End Bearing. Acoustic levels normal, vibration spectra show clean baseline at 1.48 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.48,46.6,49,1526,VIB: 1.48 mm/s | TEMP: 46.6 C | RPM: 1526 | PRESS: 49 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
PUMP-592,Centrifugal Pump,Drive End Bearing,2025-02-22,2,4,Minor hydraulic fluid seepage detected around Drive End Bearing seal lip. System pressure slightly fluctuating at 38 PSI. Wiper seal shows minor glazing. Topped up hydraulic reservoir by 0.5L.,3.18,76.2,38,1789,VIB: 3.18 mm/s | TEMP: 76.2 C | RPM: 1789 | PRESS: 38 PSI,Hydraulic_Leak,Low_Risk,1,45,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-592,Centrifugal Pump,Drive End Bearing,2025-03-20,3,4,[Follow-up Alert] Previous inspection flagged anomaly. Major hydraulic line rupture and heavy fluid spraying from Drive End Bearing. System pressure collapsed to 29 PSI. Emergency containment berm deployed to capture oil spill.,6.11,85.0,29,2151,VIB: 6.11 mm/s | TEMP: 85.0 C | RPM: 2151 | PRESS: 29 PSI,Hydraulic_Leak,Medium_Risk,1,14,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
PUMP-592,Centrifugal Pump,Drive End Bearing,2025-04-09,4,4,[CRITICAL WORK ORDER] Equipment tripped during operation. Severe fluid loss and cavitation noise in hydraulic pump due to dry suction line from leaking Drive End Bearing. Pressure dropped drastically to 14 PSI. Immediate seal kit overhaul initiated.,9.49,104.0,14,2631,VIB: 9.49 mm/s | TEMP: 104.0 C | RPM: 2631 | PRESS: 14 PSI,Hydraulic_Leak,Critical,1,0,"Depressurize hydraulic circuit, replace damaged seals/O-rings, tighten fittings, and replenish hydraulic oil."
TURB-593,Gas Turbine,Rotor Shaft,2025-03-18,1,6,"Monthly condition monitoring inspection on Rotor Shaft. Acoustic levels normal, vibration spectra show clean baseline at 2.07 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",2.07,77.0,182,5795,VIB: 2.07 mm/s | TEMP: 77.0 C | RPM: 5795 | PRESS: 182 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-593,Gas Turbine,Rotor Shaft,2025-03-30,2,6,"Periodic lubrication and visual check completed on TURB-593. DE and NDE bearing temperatures steady at 82.1C. Operational RPM at 4777. No evidence of wear, contamination, or mechanical looseness.",1.59,82.1,250,4777,VIB: 1.59 mm/s | TEMP: 82.1 C | RPM: 4777 | PRESS: 250 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
TURB-593,Gas Turbine,Rotor Shaft,2025-04-26,3,6,"Minor acoustic rattle observed at DE bearing housing. Vibration at 3.18 mm/s, slightly above baseline. Thermal imaging shows 8C delta across bearing cap. Flushed and re-greased.",3.18,106.9,102,5966,VIB: 3.18 mm/s | TEMP: 106.9 C | RPM: 5966 | PRESS: 102 PSI,Bearing_Degradation,Low_Risk,1,40,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-593,Gas Turbine,Rotor Shaft,2025-05-16,4,6,[Follow-up Alert] Previous inspection flagged anomaly. Emergency inspection triggered by high vibration trip. Rotor Shaft raceway severely pitted and brinelled. Temp spiked to 117.7C. Shaft runout detected. Immediate replacement required before full line restart.,6.59,117.7,78,3436,VIB: 6.59 mm/s | TEMP: 117.7 C | RPM: 3436 | PRESS: 78 PSI,Bearing_Degradation,Medium_Risk,1,15,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
TURB-593,Gas Turbine,Rotor Shaft,2025-06-04,5,6,[CRITICAL WORK ORDER] Equipment tripped during operation. Severe high-pitch whining and grinding noise emanating from Rotor Shaft. High vibration velocity of 8.57 mm/s exceeding ISO class alert limit. Housing temperature reached 131.6C. Flaking and spalling confirmed.,8.57,131.6,36,4018,VIB: 8.57 mm/s | TEMP: 131.6 C | RPM: 4018 | PRESS: 36 PSI,Bearing_Degradation,Critical,1,0,"Perform vibration spectral analysis, inspect bearing lubrication, and schedule replacement of bearing assembly."
COMP-594,Air Compressor,Intercooler,2025-05-14,1,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.49 mm/s, casing temp 47.4C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.49,47.4,151,1506,VIB: 1.49 mm/s | TEMP: 47.4 C | RPM: 1506 | PRESS: 151 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-594,Air Compressor,Intercooler,2025-06-05,2,5,"Semi-annual overhaul inspection. Inspected Intercooler, clearances verified against OEM specs. Operating pressure 109 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",2.67,58.1,109,1258,VIB: 2.67 mm/s | TEMP: 58.1 C | RPM: 1258 | PRESS: 109 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
COMP-594,Air Compressor,Intercooler,2025-07-02,3,5,"Thermal camera inspection identified warm hotspot on motor frame near Intercooler. Temp recorded at 80.3C, approx 12C above ambient. Current draw slightly asymmetrical. Scheduled for thermal re-check.",4.08,80.3,76,1231,VIB: 4.08 mm/s | TEMP: 80.3 C | RPM: 1231 | PRESS: 76 PSI,Motor_Overheating,Low_Risk,1,40,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
COMP-594,Air Compressor,Intercooler,2025-07-21,4,5,"[Follow-up Alert] Previous inspection flagged anomaly. Critical high-temperature alarm tripped on Intercooler. Stator core temperature reached 98.4C, far exceeding Class F insulation limit. Heavy burning odor and smoking reported from cooling cowl.",6.88,98.4,58,1698,VIB: 6.88 mm/s | TEMP: 98.4 C | RPM: 1698 | PRESS: 58 PSI,Motor_Overheating,Medium_Risk,1,15,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
COMP-594,Air Compressor,Intercooler,2025-08-08,5,5,"[CRITICAL WORK ORDER] Equipment tripped during operation. Critical high-temperature alarm tripped on Intercooler. Stator core temperature reached 110.8C, far exceeding Class F insulation limit. Heavy burning odor and smoking reported from cooling cowl.",9.6,110.8,27,1615,VIB: 9.60 mm/s | TEMP: 110.8 C | RPM: 1615 | PRESS: 27 PSI,Motor_Overheating,Critical,1,0,"Inspect cooling fan and air ducts, verify load balance, check winding RTD sensors, and test insulation resistance."
GEAR-595,Industrial Gearbox,Oil Sump Filter,2025-03-13,1,5,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.03 mm/s, casing temp 57.5C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.03,57.5,22,1357,VIB: 1.03 mm/s | TEMP: 57.5 C | RPM: 1357 | PRESS: 22 PSI,Normal_Operation,Normal,0,120,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-595,Industrial Gearbox,Oil Sump Filter,2025-03-25,2,5,"Monthly condition monitoring inspection on Oil Sump Filter. Acoustic levels normal, vibration spectra show clean baseline at 1.69 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.69,60.8,22,903,VIB: 1.69 mm/s | TEMP: 60.8 C | RPM: 903 | PRESS: 22 PSI,Normal_Operation,Normal,0,100,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
GEAR-595,Industrial Gearbox,Oil Sump Filter,2025-04-07,3,5,Technician reported subtle rhythmic knocking sound under heavy torque on Oil Sump Filter. VIB at 2.81 mm/s. Backlash slightly wider than OEM specification. Oil condition scheduled for ferrography.,2.81,76.7,17,752,VIB: 2.81 mm/s | TEMP: 76.7 C | RPM: 752 | PRESS: 17 PSI,Gearbox_Tooth_Wear,Low_Risk,1,40,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
GEAR-595,Industrial Gearbox,Oil Sump Filter,2025-04-30,4,5,[Follow-up Alert] Previous inspection flagged anomaly. Borescope inspection of Oil Sump Filter shows initial micro-pitting along pitch line of helical teeth. Casing temperature steady at 90.9C. Added EP gear lubricant additive.,6.57,90.9,13,1445,VIB: 6.57 mm/s | TEMP: 90.9 C | RPM: 1445 | PRESS: 13 PSI,Gearbox_Tooth_Wear,Medium_Risk,1,15,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
GEAR-595,Industrial Gearbox,Oil Sump Filter,2025-05-14,5,5,[CRITICAL WORK ORDER] Equipment tripped during operation. Severe cyclical clunking and loud grinding from gearbox housing. High vibration 8.32 mm/s with dominant gear mesh sidebands. Large chipped gear tooth fragments recovered from magnetic drain plug.,8.32,99.1,6,791,VIB: 8.32 mm/s | TEMP: 99.1 C | RPM: 791 | PRESS: 6 PSI,Gearbox_Tooth_Wear,Critical,1,0,"Conduct ferrography oil analysis, measure gear backlash and tooth pitting, and schedule gear set replacement."
MTR-596,Induction Motor,Stator Windings,2025-02-15,1,6,"Routine PM inspection completed. Equipment running smoothly within nominal tolerances. VIB overall 1.50 mm/s, casing temp 59.8C. Oil levels checked and topped off. No abnormal acoustics or thermal anomalies observed.",1.5,59.8,0,2027,VIB: 1.50 mm/s | TEMP: 59.8 C | RPM: 2027,Normal_Operation,Normal,0,337,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-596,Induction Motor,Stator Windings,2025-03-08,2,6,"Periodic lubrication and visual check completed on MTR-596. DE and NDE bearing temperatures steady at 46.6C. Operational RPM at 1763. No evidence of wear, contamination, or mechanical looseness.",1.49,46.6,0,1763,VIB: 1.49 mm/s | TEMP: 46.6 C | RPM: 1763,Normal_Operation,Normal,0,180,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-596,Induction Motor,Stator Windings,2025-03-25,3,6,"Semi-annual overhaul inspection. Inspected Stator Windings, clearances verified against OEM specs. Operating pressure 0 PSI. Dynamic balancing intact, zero cavitation or abnormal resonance.",1.37,64.4,0,2797,VIB: 1.37 mm/s | TEMP: 64.4 C | RPM: 2797,Normal_Operation,Normal,0,229,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-596,Induction Motor,Stator Windings,2025-04-13,4,6,"Periodic lubrication and visual check completed on MTR-596. DE and NDE bearing temperatures steady at 52.1C. Operational RPM at 2891. No evidence of wear, contamination, or mechanical looseness.",1.21,52.1,0,2891,VIB: 1.21 mm/s | TEMP: 52.1 C | RPM: 2891,Normal_Operation,Normal,0,223,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-596,Induction Motor,Stator Windings,2025-04-30,5,6,"Periodic lubrication and visual check completed on MTR-596. DE and NDE bearing temperatures steady at 56.8C. Operational RPM at 2903. No evidence of wear, contamination, or mechanical looseness.",1.29,56.8,0,2903,VIB: 1.29 mm/s | TEMP: 56.8 C | RPM: 2903,Normal_Operation,Normal,0,280,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
MTR-596,Induction Motor,Stator Windings,2025-05-21,6,6,"Monthly condition monitoring inspection on Stator Windings. Acoustic levels normal, vibration spectra show clean baseline at 1.22 mm/s. Fasteners torqued, zero leakage detected. Unit signed off for full production duty.",1.22,62.6,0,2818,VIB: 1.22 mm/s | TEMP: 62.6 C | RPM: 2818,Normal_Operation,Normal,0,305,Continue standard routine PM schedule; record baseline vibration and temperature at next shift.
